sample_name	genus	clade	alignment_length	genome_equivalents
SRR9178529	Synechococcus	Synechococcus subsubclade 5.1B-IX	957	0.002662736915128484
SRR9178529	Synechococcus	Synechococcus subsubclade 5.1B-V	342	0.0009515736938076713
SRR9178529	Synechococcus	Synechococcus subsubclade 5.1B-VI	415	0.001154687376988841
SRR9178529	Synechococcus	Synechococcus subsubclade 5.1B-VII	1912	0.005319909071813648
SRR9178529	Synechococcus	Synechococcus subsubclade 5.1B-VIII	1768	0.004919246463894629
SRR9178529	Synechococcus	Synechococcus subsubclade 5.1B-XVI	1319	0.0036699581933693523
SRR9178529	Synechococcus	Synechococcus subsubclade 5.2A	2842	0.007907521747957317
SRR9178529	Synechococcus	Synechococcus subsubclade 5.2B	2674	0.00744008203871846
SRR9178529	Synechococcus	Synechococcus subsubclade 5.2C	2996	0.008336008148092934
SRR9178529	Synechococcus	Synechococcus subsubclade 5.3	4757	0.013235777957435944
SRR9178529	Synechococcus	Synechococcus subsubclade RSCCF101	1189	0.0033082488945535707
SRR9178529	Synechococcus	unclassified	35827	0.09968430037440773
SRR9178533	Prochlorococcus	Prochlorococcus subclade AMZ-I	99959	0.27812384461789774
SRR9178533	Prochlorococcus	Prochlorococcus subclade AMZ-II	52609	0.14637818847230347
SRR9178533	Prochlorococcus	Prochlorococcus subclade AMZ-III	35371	0.09841553544933083
SRR9178533	Prochlorococcus	Prochlorococcus subclade HLI	339176	0.9437162548857039
SRR9178533	Prochlorococcus	Prochlorococcus subclade HLII-HLVI	6691041	18.617013449674197
SRR9178533	Prochlorococcus	Prochlorococcus subclade HLIII-HLIV	60695	0.16887650685864505
SRR9178533	Prochlorococcus	Prochlorococcus subclade LLI	6234516	17.34678777550593
SRR9178533	Prochlorococcus	Prochlorococcus subclade LLII-LLIII	2826759	7.865115506239998
SRR9178533	Prochlorococcus	Prochlorococcus subclade LLIV	391464	1.0892012996278546
SRR9178533	Prochlorococcus	Prochlorococcus subclade LLVII	3854609	10.724983989223082
SRR9178533	Prochlorococcus	Prochlorococcus subclade LLVIII	276453	0.7691970829655327
SRR9178533	Prochlorococcus	unclassified	1621279	4.511013002113472
SRR9178533	Synechococcus	Synechococcus subsubclade 5.1A-AG676E04	1869	0.0052002667652822744
SRR9178533	Synechococcus	Synechococcus subsubclade 5.1A-CRD2	14520	0.04040014629850113
SRR9178533	Synechococcus	Synechococcus subsubclade 5.1A-EnvC-UC-A	42926	0.11943641046897105
SRR9178533	Synechococcus	Synechococcus subsubclade 5.1A-II	53785	0.14965026643697546
SRR9178533	Synechococcus	Synechococcus subsubclade 5.1A-III	19819	0.05514397379407672
SRR9178533	Synechococcus	Synechococcus subsubclade 5.1A-IV	27046	0.07525222842901251
SRR9178533	Synechococcus	Synechococcus subsubclade 5.1A-WPC1	12025	0.03345811014045979
SRR9178533	Synechococcus	Synechococcus subsubclade 5.1B-CRD1	48661	0.13539335530519034
SRR9178533	Synechococcus	Synechococcus subsubclade 5.1B-HK1	14584	0.04057821856868737
SRR9178533	Synechococcus	Synechococcus subsubclade 5.1B-I	49101	0.13661760216272067
SRR9178533	Synechococcus	Synechococcus subsubclade 5.1B-IX	13052	0.03631561360110446
SRR9178533	Synechococcus	Synechococcus subsubclade 5.1B-V	6102	0.016978078010568453
SRR9178533	Synechococcus	Synechococcus subsubclade 5.1B-VI	7827	0.021777682167931706
SRR9178533	Synechococcus	Synechococcus subsubclade 5.1B-VII	14177	0.0394457902254718
SRR9178533	Synechococcus	Synechococcus subsubclade 5.1B-VIII	17576	0.04890309719989366
SRR9178533	Synechococcus	Synechococcus subsubclade 5.1B-XVI	18401	0.05119856005776304
SRR9178533	Synechococcus	Synechococcus subsubclade 5.2A	25837	0.07188833195002574
SRR9178533	Synechococcus	Synechococcus subsubclade 5.2B	21976	0.06114556577519704
SRR9178533	Synechococcus	Synechococcus subsubclade 5.2C	30457	0.08474292395409429
SRR9178533	Synechococcus	Synechococcus subsubclade 5.3	14638	0.040728467046656995
SRR9178533	Synechococcus	Synechococcus subsubclade RSCCF101	10041	0.02793786976468663
SRR9178533	Synechococcus	unclassified	68606	0.1908879088811962
SRR9178503	Prochlorococcus	Prochlorococcus subclade AMZ-I	11352	0.03158556892428271
SRR9178503	Prochlorococcus	Prochlorococcus subclade AMZ-II	3268	0.009092815296384416
SRR9178503	Prochlorococcus	Prochlorococcus subclade AMZ-III	3389	0.009429483182205258
SRR9178503	Prochlorococcus	Prochlorococcus subclade HLI	1294368	3.601422628381427
SRR9178503	Prochlorococcus	Prochlorococcus subclade HLII-HLVI	23053245	64.14286987983401
SRR9178503	Prochlorococcus	Prochlorococcus subclade HLIII-HLIV	80821	0.22487467107377138
SRR9178503	Prochlorococcus	Prochlorococcus subclade LLI	4483943	12.476029834307168
SRR9178503	Prochlorococcus	Prochlorococcus subclade LLII-LLIII	171871	0.4782102992059014
SRR9178503	Prochlorococcus	Prochlorococcus subclade LLIV	13251	0.036869307066214774
SRR9178503	Prochlorococcus	Prochlorococcus subclade LLVII	210513	0.5857269970892817
SRR9178503	Prochlorococcus	Prochlorococcus subclade LLVIII	36660	0.10200202226605039
SRR9178503	Prochlorococcus	unclassified	3169884	8.819819376672037
SRR9178503	Synechococcus	Synechococcus subsubclade 5.1A-AG676E04	707	0.0019671421097135194
SRR9178503	Synechococcus	Synechococcus subsubclade 5.1A-CRD2	3540	0.009849622444675896
SRR9178503	Synechococcus	Synechococcus subsubclade 5.1A-EnvC-UC-A	20664	0.0574950842363793
SRR9178503	Synechococcus	Synechococcus subsubclade 5.1A-II	124719	0.3470155541461958
SRR9178503	Synechococcus	Synechococcus subsubclade 5.1A-III	16967	0.047208628253902804
SRR9178503	Synechococcus	Synechococcus subsubclade 5.1A-IV	4721	0.013135612305456188
SRR9178503	Synechococcus	Synechococcus subsubclade 5.1A-WPC1	2864	0.007968734090833833
SRR9178503	Synechococcus	Synechococcus subsubclade 5.1B-CRD1	6351	0.017670890436761757
SRR9178503	Synechococcus	Synechococcus subsubclade 5.1B-HK1	1061	0.002952104354181109
SRR9178503	Synechococcus	Synechococcus subsubclade 5.1B-I	5748	0.015993115766100862
SRR9178503	Synechococcus	Synechococcus subsubclade 5.1B-IX	1261	0.003508580198513081
SRR9178503	Synechococcus	Synechococcus subsubclade 5.1B-V	270	0.0007512423898481616
SRR9178503	Synechococcus	Synechococcus subsubclade 5.1B-VI	903	0.0025124884371588514
SRR9178503	Synechococcus	Synechococcus subsubclade 5.1B-VII	3022	0.008408350007856091
SRR9178503	Synechococcus	Synechococcus subsubclade 5.1B-VIII	2326	0.006471814069580829
SRR9178503	Synechococcus	Synechococcus subsubclade 5.1B-XVI	1779	0.004949852635332887
SRR9178503	Synechococcus	Synechococcus subsubclade 5.2A	3284	0.009137333363930973
SRR9178503	Synechococcus	Synechococcus subsubclade 5.2B	3134	0.008719976480681995
SRR9178503	Synechococcus	Synechococcus subsubclade 5.2C	4644	0.012921369105388379
SRR9178503	Synechococcus	Synechococcus subsubclade 5.3	6126	0.017044855111888288
SRR9178503	Synechococcus	Synechococcus subsubclade RSCCF101	2100	0.005842996365485701
SRR9178503	Synechococcus	unclassified	45130	0.12556877427350938
SRR9178504	Prochlorococcus	Prochlorococcus subclade AMZ-I	187208	0.5208836493284986
SRR9178504	Prochlorococcus	Prochlorococcus subclade AMZ-II	100634	0.28000195059251815
SRR9178504	Prochlorococcus	Prochlorococcus subclade AMZ-III	64431	0.17927147563076629
SRR9178504	Prochlorococcus	Prochlorococcus subclade HLI	59978	0.16688154095671495
SRR9178504	Prochlorococcus	Prochlorococcus subclade HLII-HLVI	202126	0.5623911825572204
SRR9178504	Prochlorococcus	Prochlorococcus subclade HLIII-HLIV	44838	0.1247563195407847
SRR9178504	Prochlorococcus	Prochlorococcus subclade LLI	3482882	9.690698508293128
SRR9178504	Prochlorococcus	Prochlorococcus subclade LLII-LLIII	3555379	9.892412654725803
SRR9178504	Prochlorococcus	Prochlorococcus subclade LLIV	593840	1.65228807699049
SRR9178504	Prochlorococcus	Prochlorococcus subclade LLVII	7129479	19.8369142308603
SRR9178504	Prochlorococcus	Prochlorococcus subclade LLVIII	307062	0.8543629285613192
SRR9178504	Prochlorococcus	unclassified	1043584	2.903646437656681
SRR9178504	Synechococcus	Synechococcus subsubclade 5.1A-AG676E04	3762	0.010467310631884386
SRR9178504	Synechococcus	Synechococcus subsubclade 5.1A-CRD2	23132	0.06436199615543584
SRR9178504	Synechococcus	Synechococcus subsubclade 5.1A-EnvC-UC-A	66858	0.18602431000173478
SRR9178504	Synechococcus	Synechococcus subsubclade 5.1A-II	66311	0.18450234856748682
SRR9178504	Synechococcus	Synechococcus subsubclade 5.1A-III	32283	0.08982354841284519
SRR9178504	Synechococcus	Synechococcus subsubclade 5.1A-IV	47511	0.1321936192002815
SRR9178504	Synechococcus	Synechococcus subsubclade 5.1A-WPC1	22047	0.061343114699934885
SRR9178504	Synechococcus	Synechococcus subsubclade 5.1B-CRD1	79701	0.22175840634551233
SRR9178504	Synechococcus	Synechococcus subsubclade 5.1B-HK1	25509	0.07097571156532131
SRR9178504	Synechococcus	Synechococcus subsubclade 5.1B-I	85464	0.2377932577999381
SRR9178504	Synechococcus	Synechococcus subsubclade 5.1B-IX	23346	0.06495742530887104
SRR9178504	Synechococcus	Synechococcus subsubclade 5.1B-V	9616	0.026755358595481192
SRR9178504	Synechococcus	Synechococcus subsubclade 5.1B-VI	10406	0.02895343818059248
SRR9178504	Synechococcus	Synechococcus subsubclade 5.1B-VII	24998	0.06955391578305313
SRR9178504	Synechococcus	Synechococcus subsubclade 5.1B-VIII	31241	0.08692430926387562
SRR9178504	Synechococcus	Synechococcus subsubclade 5.1B-XVI	29474	0.08200784517920265
SRR9178504	Synechococcus	Synechococcus subsubclade 5.2A	45626	0.12694883436745266
SRR9178504	Synechococcus	Synechococcus subsubclade 5.2B	39781	0.1106858278168508
SRR9178504	Synechococcus	Synechococcus subsubclade 5.2C	46520	0.1294362813916166
SRR9178504	Synechococcus	Synechococcus subsubclade 5.3	19500	0.05425639482236723
SRR9178504	Synechococcus	Synechococcus subsubclade RSCCF101	18625	0.05182181300341485
SRR9178504	Synechococcus	unclassified	104299	0.2901993704399015
SRR9178437	Prochlorococcus	Prochlorococcus subclade AMZ-I	64188	0.17859535747990296
SRR9178437	Prochlorococcus	Prochlorococcus subclade AMZ-II	29290	0.08149588740241723
SRR9178437	Prochlorococcus	Prochlorococcus subclade AMZ-III	19116	0.05318796120124984
SRR9178437	Prochlorococcus	Prochlorococcus subclade HLI	1128477	3.1398509569210513
SRR9178437	Prochlorococcus	Prochlorococcus subclade HLII-HLVI	30767233	85.60610980716748
SRR9178437	Prochlorococcus	Prochlorococcus subclade HLIII-HLIV	126627	0.3523243337011228
SRR9178437	Prochlorococcus	Prochlorococcus subclade LLI	17715986	49.29259133761693
SRR9178437	Prochlorococcus	Prochlorococcus subclade LLII-LLIII	2218282	6.172101744582073
SRR9178437	Prochlorococcus	Prochlorococcus subclade LLIV	147653	0.410826639215743
SRR9178437	Prochlorococcus	Prochlorococcus subclade LLVII	2009324	5.590701347182472
SRR9178437	Prochlorococcus	Prochlorococcus subclade LLVIII	229073	0.6373679554432886
SRR9178437	Prochlorococcus	unclassified	4584770	12.756568784089467
SRR9178437	Synechococcus	Synechococcus subsubclade 5.1A-AG676E04	1666	0.004635443783285323
SRR9178437	Synechococcus	Synechococcus subsubclade 5.1A-CRD2	10940	0.030439228684958845
SRR9178437	Synechococcus	Synechococcus subsubclade 5.1A-EnvC-UC-A	31746	0.08832941077081384
SRR9178437	Synechococcus	Synechococcus subsubclade 5.1A-II	78376	0.21807175387681302
SRR9178437	Synechococcus	Synechococcus subsubclade 5.1A-III	17448	0.0485469526595212
SRR9178437	Synechococcus	Synechococcus subsubclade 5.1A-IV	20848	0.058007042013164714
SRR9178437	Synechococcus	Synechococcus subsubclade 5.1A-WPC1	8059	0.022423194147356794
SRR9178437	Synechococcus	Synechococcus subsubclade 5.1B-CRD1	31604	0.08793431292133815
SRR9178437	Synechococcus	Synechococcus subsubclade 5.1B-HK1	9017	0.025088713441706937
SRR9178437	Synechococcus	Synechococcus subsubclade 5.1B-I	31725	0.08827098080715899
SRR9178437	Synechococcus	Synechococcus subsubclade 5.1B-IX	7225	0.020102689876492472
SRR9178437	Synechococcus	Synechococcus subsubclade 5.1B-V	2670	0.00742895252183182
SRR9178437	Synechococcus	Synechococcus subsubclade 5.1B-VI	4229	0.011766681728399538
SRR9178437	Synechococcus	Synechococcus subsubclade 5.1B-VII	9764	0.027167150720286852
SRR9178437	Synechococcus	Synechococcus subsubclade 5.1B-VIII	10189	0.02834966188949229
SRR9178437	Synechococcus	Synechococcus subsubclade 5.1B-XVI	10613	0.029529390679476072
SRR9178437	Synechococcus	Synechococcus subsubclade 5.2A	18317	0.05096484020314362
SRR9178437	Synechococcus	Synechococcus subsubclade 5.2B	16766	0.04664937003034918
SRR9178437	Synechococcus	Synechococcus subsubclade 5.2C	20327	0.05655742243867993
SRR9178437	Synechococcus	Synechococcus subsubclade 5.3	35274	0.09814564466482982
SRR9178437	Synechococcus	Synechococcus subsubclade RSCCF101	8320	0.023149395124210017
SRR9178437	Synechococcus	unclassified	65538	0.18235156942914377
SRR9178442	Prochlorococcus	Prochlorococcus subclade AMZ-I	38343	0.10668476649610392
SRR9178442	Prochlorococcus	Prochlorococcus subclade AMZ-II	21331	0.059350931177226424
SRR9178442	Prochlorococcus	Prochlorococcus subclade AMZ-III	16352	0.045497465032581993
SRR9178442	Prochlorococcus	Prochlorococcus subclade HLI	106914	0.29747529210454204
SRR9178442	Prochlorococcus	Prochlorococcus subclade HLII-HLVI	1107053	3.0802412644762107
SRR9178442	Prochlorococcus	Prochlorococcus subclade HLIII-HLIV	32879	0.09148184642895446
SRR9178442	Prochlorococcus	Prochlorococcus subclade LLI	9798521	27.263201233397773
SRR9178442	Prochlorococcus	Prochlorococcus subclade LLII-LLIII	1069905	2.97688144114999
SRR9178442	Prochlorococcus	Prochlorococcus subclade LLIV	98613	0.2743787621855436
SRR9178442	Prochlorococcus	Prochlorococcus subclade LLVII	1414733	3.9363237033965155
SRR9178442	Prochlorococcus	Prochlorococcus subclade LLVIII	201728	0.5612837956269998
SRR9178442	Prochlorococcus	unclassified	740880	2.0614091177433553
SRR9178442	Synechococcus	Synechococcus subsubclade 5.1A-AG676E04	1292	0.003594833954384536
SRR9178442	Synechococcus	Synechococcus subsubclade 5.1A-CRD2	6445	0.017932434083597782
SRR9178442	Synechococcus	Synechococcus subsubclade 5.1A-EnvC-UC-A	20307	0.056501774854246734
SRR9178442	Synechococcus	Synechococcus subsubclade 5.1A-II	17966	0.049988225096341
SRR9178442	Synechococcus	Synechococcus subsubclade 5.1A-III	7852	0.021847241648473202
SRR9178442	Synechococcus	Synechococcus subsubclade 5.1A-IV	11204	0.031173776799477047
SRR9178442	Synechococcus	Synechococcus subsubclade 5.1A-WPC1	5796	0.016126669968740535
SRR9178442	Synechococcus	Synechococcus subsubclade 5.1B-CRD1	21859	0.06082002740626283
SRR9178442	Synechococcus	Synechococcus subsubclade 5.1B-HK1	5926	0.01648837926755632
SRR9178442	Synechococcus	Synechococcus subsubclade 5.1B-I	22077	0.06142658607658468
SRR9178442	Synechococcus	Synechococcus subsubclade 5.1B-IX	6300	0.017528989096457104
SRR9178442	Synechococcus	Synechococcus subsubclade 5.1B-V	2434	0.0067723110255200935
SRR9178442	Synechococcus	Synechococcus subsubclade 5.1B-VI	2643	0.007353828282847004
SRR9178442	Synechococcus	Synechococcus subsubclade 5.1B-VII	6735	0.01873932405787914
SRR9178442	Synechococcus	Synechococcus subsubclade 5.1B-VIII	7338	0.020417098728540035
SRR9178442	Synechococcus	Synechococcus subsubclade 5.1B-XVI	6940	0.019309711798319414
SRR9178442	Synechococcus	Synechococcus subsubclade 5.2A	11458	0.03188050112177865
SRR9178442	Synechococcus	Synechococcus subsubclade 5.2B	7621	0.021204512048269775
SRR9178442	Synechococcus	Synechococcus subsubclade 5.2C	12387	0.03446533141870066
SRR9178442	Synechococcus	Synechococcus subsubclade 5.3	7227	0.02010825463493579
SRR9178442	Synechococcus	Synechococcus subsubclade RSCCF101	5201	0.01447115433185292
SRR9178442	Synechococcus	unclassified	30209	0.08405289390712264
SRR23969140	Prochlorococcus	Prochlorococcus subclade AMZ-I	274117	0.7626974451037353
SRR23969140	Prochlorococcus	Prochlorococcus subclade AMZ-II	150451	0.41861173627794723
SRR23969140	Prochlorococcus	Prochlorococcus subclade AMZ-III	93987	0.26150747590614504
SRR23969140	Prochlorococcus	Prochlorococcus subclade HLI	103269	0.28733351984159183
SRR23969140	Prochlorococcus	Prochlorococcus subclade HLII-HLVI	536623	1.4930886850647778
SRR23969140	Prochlorococcus	Prochlorococcus subclade HLIII-HLIV	69011	0.19201477246596843
SRR23969140	Prochlorococcus	Prochlorococcus subclade LLI	5843184	16.257953749935336
SRR23969140	Prochlorococcus	Prochlorococcus subclade LLII-LLIII	5414999	15.066580702908908
SRR23969140	Prochlorococcus	Prochlorococcus subclade LLIV	1202871	3.3468432767372147
SRR23969140	Prochlorococcus	Prochlorococcus subclade LLVII	10281830	28.607950152638974
SRR23969140	Prochlorococcus	Prochlorococcus subclade LLVIII	496437	1.381275993663155
SRR23969140	Prochlorococcus	unclassified	1603567	4.461731501339433
SRR23969140	Synechococcus	Synechococcus subsubclade 5.1A-AG676E04	6186	0.01721179786518788
SRR23969140	Synechococcus	Synechococcus subsubclade 5.1A-CRD2	37725	0.10496525613711813
SRR23969140	Synechococcus	Synechococcus subsubclade 5.1A-EnvC-UC-A	97570	0.27147674065735233
SRR23969140	Synechococcus	Synechococcus subsubclade 5.1A-II	107593	0.2993645275960491
SRR23969140	Synechococcus	Synechococcus subsubclade 5.1A-III	45690	0.1271269066376389
SRR23969140	Synechococcus	Synechococcus subsubclade 5.1A-IV	69534	0.19346995679889656
SRR23969140	Synechococcus	Synechococcus subsubclade 5.1A-WPC1	30549	0.084998902842487
SRR23969140	Synechococcus	Synechococcus subsubclade 5.1B-CRD1	123907	0.344756262218208
SRR23969140	Synechococcus	Synechococcus subsubclade 5.1B-HK1	36201	0.10072491020330851
SRR23969140	Synechococcus	Synechococcus subsubclade 5.1B-I	128506	0.35755242425862166
SRR23969140	Synechococcus	Synechococcus subsubclade 5.1B-IX	35778	0.09954796379254639
SRR23969140	Synechococcus	Synechococcus subsubclade 5.1B-V	16218	0.04512462621687957
SRR23969140	Synechococcus	Synechococcus subsubclade 5.1B-VI	18716	0.052075009512585896
SRR23969140	Synechococcus	Synechococcus subsubclade 5.1B-VII	36562	0.10172934910232771
SRR23969140	Synechococcus	Synechococcus subsubclade 5.1B-VIII	50519	0.14056301589903436
SRR23969140	Synechococcus	Synechococcus subsubclade 5.1B-XVI	44772	0.12457268251215516
SRR23969140	Synechococcus	Synechococcus subsubclade 5.2A	71202	0.1981109653406252
SRR23969140	Synechococcus	Synechococcus subsubclade 5.2B	55751	0.15512042398675874
SRR23969140	Synechococcus	Synechococcus subsubclade 5.2C	67939	0.18903206194034908
SRR23969140	Synechococcus	Synechococcus subsubclade 5.3	30248	0.08416140669676737
SRR23969140	Synechococcus	Synechococcus subsubclade RSCCF101	25172	0.07003804976762194
SRR23969140	Synechococcus	unclassified	154553	0.430025055845196
SRR23969151	Prochlorococcus	Prochlorococcus subclade AMZ-I	29123	0.08103123007240004
SRR23969151	Prochlorococcus	Prochlorococcus subclade AMZ-II	14991	0.041710646911902925
SRR23969151	Prochlorococcus	Prochlorococcus subclade AMZ-III	10767	0.02995787707961169
SRR23969151	Prochlorococcus	Prochlorococcus subclade HLI	208990	0.5814894335346936
SRR23969151	Prochlorococcus	Prochlorococcus subclade HLII-HLVI	5062073	14.084606733725382
SRR23969151	Prochlorococcus	Prochlorococcus subclade HLIII-HLIV	22799	0.0634354638746231
SRR23969151	Prochlorococcus	Prochlorococcus subclade LLI	2186094	6.082542522195285
SRR23969151	Prochlorococcus	Prochlorococcus subclade LLII-LLIII	615441	1.7123902505575646
SRR23969151	Prochlorococcus	Prochlorococcus subclade LLIV	187872	0.5227311491316808
SRR23969151	Prochlorococcus	Prochlorococcus subclade LLVII	1122390	3.1229146145988076
SRR23969151	Prochlorococcus	Prochlorococcus subclade LLVIII	69399	0.19309433560397246
SRR23969151	Prochlorococcus	unclassified	923489	2.5694966050314405
SRR23969151	Synechococcus	Synechococcus subsubclade 5.1A-AG676E04	718	0.001997748281151778
SRR23969151	Synechococcus	Synechococcus subsubclade 5.1A-CRD2	5188	0.014434983401971342
SRR23969151	Synechococcus	Synechococcus subsubclade 5.1A-EnvC-UC-A	17160	0.04774562744368316
SRR23969151	Synechococcus	Synechococcus subsubclade 5.1A-II	42035	0.11695731058247212
SRR23969151	Synechococcus	Synechococcus subsubclade 5.1A-III	8610	0.023956285098491376
SRR23969151	Synechococcus	Synechococcus subsubclade 5.1A-IV	9565	0.02661345725517654
SRR23969151	Synechococcus	Synechococcus subsubclade 5.1A-WPC1	4356	0.01212004388955034
SRR23969151	Synechococcus	Synechococcus subsubclade 5.1B-CRD1	14848	0.04131276668320557
SRR23969151	Synechococcus	Synechococcus subsubclade 5.1B-HK1	3964	0.011029351234659677
SRR23969151	Synechococcus	Synechococcus subsubclade 5.1B-I	14135	0.03932893029816209
SRR23969151	Synechococcus	Synechococcus subsubclade 5.1B-IX	3966	0.011034915993102997
SRR23969151	Synechococcus	Synechococcus subsubclade 5.1B-V	1869	0.0052002667652822744
SRR23969151	Synechococcus	Synechococcus subsubclade 5.1B-VI	2194	0.006104540012321728
SRR23969151	Synechococcus	Synechococcus subsubclade 5.1B-VII	4436	0.01234263422728313
SRR23969151	Synechococcus	Synechococcus subsubclade 5.1B-VIII	5702	0.01586512632190451
SRR23969151	Synechococcus	Synechococcus subsubclade 5.1B-XVI	6199	0.017247968795069457
SRR23969151	Synechococcus	Synechococcus subsubclade 5.2A	7807	0.02172203458349851
SRR23969151	Synechococcus	Synechococcus subsubclade 5.2B	6723	0.018705935507219225
SRR23969151	Synechococcus	Synechococcus subsubclade 5.2C	8753	0.024354165327188735
SRR23969151	Synechococcus	Synechococcus subsubclade 5.3	10261	0.0285499931934518
SRR23969151	Synechococcus	Synechococcus subsubclade RSCCF101	3146	0.008753365031341913
SRR23969151	Synechococcus	unclassified	29486	0.08204123372986256
SRR9178461	Prochlorococcus	Prochlorococcus subclade AMZ-I	30031	0.08355763040566719
SRR9178461	Prochlorococcus	Prochlorococcus subclade AMZ-II	13647	0.03797112923799208
SRR9178461	Prochlorococcus	Prochlorococcus subclade AMZ-III	11685	0.032512101205095435
SRR9178461	Prochlorococcus	Prochlorococcus subclade HLI	806869	2.245015540201468
SRR9178461	Prochlorococcus	Prochlorococcus subclade HLII-HLVI	18784771	52.26635651403867
SRR9178461	Prochlorococcus	Prochlorococcus subclade HLIII-HLIV	83544	0.23245108969435116
SRR9178461	Prochlorococcus	Prochlorococcus subclade LLI	13306077	37.02255216660613
SRR9178461	Prochlorococcus	Prochlorococcus subclade LLII-LLIII	1354058	3.7675028441223035
SRR9178461	Prochlorococcus	Prochlorococcus subclade LLIV	57036	0.15869578128659165
SRR9178461	Prochlorococcus	Prochlorococcus subclade LLVII	1010812	2.812462305804444
SRR9178461	Prochlorococcus	Prochlorococcus subclade LLVIII	152678	0.42480809480458376
SRR9178461	Prochlorococcus	unclassified	3129805	8.708304399847131
SRR9178461	Synechococcus	Synechococcus subsubclade 5.1A-AG676E04	683	0.0019003650083936829
SRR9178461	Synechococcus	Synechococcus subsubclade 5.1A-CRD2	4450	0.012381587536386367
SRR9178461	Synechococcus	Synechococcus subsubclade 5.1A-EnvC-UC-A	19623	0.05459862746663139
SRR9178461	Synechococcus	Synechococcus subsubclade 5.1A-II	40513	0.11272252940710582
SRR9178461	Synechococcus	Synechococcus subsubclade 5.1A-III	11881	0.03305744753254077
SRR9178461	Synechococcus	Synechococcus subsubclade 5.1A-IV	9595	0.026696928631826336
SRR9178461	Synechococcus	Synechococcus subsubclade 5.1A-WPC1	3970	0.011046045509989635
SRR9178461	Synechococcus	Synechococcus subsubclade 5.1B-CRD1	16852	0.04688865464341192
SRR9178461	Synechococcus	Synechococcus subsubclade 5.1B-HK1	3277	0.009117856709379354
SRR9178461	Synechococcus	Synechococcus subsubclade 5.1B-I	19155	0.05329647399089458
SRR9178461	Synechococcus	Synechococcus subsubclade 5.1B-IX	3683	0.010247502673373257
SRR9178461	Synechococcus	Synechococcus subsubclade 5.1B-V	1698	0.004724479918378439
SRR9178461	Synechococcus	Synechococcus subsubclade 5.1B-VI	1542	0.004290428759799501
SRR9178461	Synechococcus	Synechococcus subsubclade 5.1B-VII	4728	0.013155088960007808
SRR9178461	Synechococcus	Synechococcus subsubclade 5.1B-VIII	4746	0.013205171785997685
SRR9178461	Synechococcus	Synechococcus subsubclade 5.1B-XVI	5732	0.015948597698554303
SRR9178461	Synechococcus	Synechococcus subsubclade 5.2A	9242	0.025714748766580406
SRR9178461	Synechococcus	Synechococcus subsubclade 5.2B	7665	0.02132693673402281
SRR9178461	Synechococcus	Synechococcus subsubclade 5.2C	8987	0.02500524206505714
SRR9178461	Synechococcus	Synechococcus subsubclade 5.3	11862	0.03300458232732923
SRR9178461	Synechococcus	Synechococcus subsubclade RSCCF101	4402	0.012248033333746694
SRR9178461	Synechococcus	unclassified	35785	0.099567440447098
SRR15713229	Prochlorococcus	Prochlorococcus subclade AMZ-I	1249	0.0034751916478531625
SRR15713229	Prochlorococcus	Prochlorococcus subclade AMZ-II	368	0.0010239155535708277
SRR15713229	Prochlorococcus	Prochlorococcus subclade AMZ-III	197	0.000548128706666992
SRR15713229	Prochlorococcus	Prochlorococcus subclade HLI	53576	0.14906874917964855
SRR15713229	Prochlorococcus	Prochlorococcus subclade HLII-HLVI	2762170	7.68540441469221
SRR15713229	Prochlorococcus	Prochlorococcus subclade HLIII-HLIV	6081	0.016919648046913593
SRR15713229	Prochlorococcus	Prochlorococcus subclade LLI	19565	0.05443724947177512
SRR15713229	Prochlorococcus	Prochlorococcus subclade LLII-LLIII	9320	0.025931774345869876
SRR15713229	Prochlorococcus	Prochlorococcus subclade LLIV	3806	0.01058973531763742
SRR15713229	Prochlorococcus	Prochlorococcus subclade LLVII	16743	0.046585375308251
SRR15713229	Prochlorococcus	Prochlorococcus subclade LLVIII	1490	0.004145745040273188
SRR15713229	Prochlorococcus	unclassified	360091	1.0019097163067199
SRR15713229	Synechococcus	Synechococcus subsubclade 5.1A-CRD2	2599	0.007231403597093971
SRR15713229	Synechococcus	Synechococcus subsubclade 5.1A-EnvC-UC-A	1595	0.004437894858547473
SRR15713229	Synechococcus	Synechococcus subsubclade 5.1A-II	14558	0.04050587670892421
SRR15713229	Synechococcus	Synechococcus subsubclade 5.1A-III	1612	0.004485195305315691
SRR15713229	Synechococcus	Synechococcus subsubclade 5.1A-IV	494	0.0013744953354999697
SRR15713229	Synechococcus	Synechococcus subsubclade 5.1A-WPC1	309	0.000859755179492896
SRR15713229	Synechococcus	Synechococcus subsubclade 5.1B-CRD1	613	0.0017055984628774929
SRR15713229	Synechococcus	Synechococcus subsubclade 5.1B-HK1	197	0.000548128706666992
SRR15713229	Synechococcus	Synechococcus subsubclade 5.1B-I	786	0.002186950068224648
SRR15713229	Synechococcus	Synechococcus subsubclade 5.1B-IX	1006	0.002799073496989817
SRR15713229	Synechococcus	Synechococcus subsubclade 5.1B-V	98	0.00027267316372266604
SRR15713229	Synechococcus	Synechococcus subsubclade 5.1B-VI	393	0.001093475034112324
SRR15713229	Synechococcus	Synechococcus subsubclade 5.1B-VII	291	0.0008096723535030186
SRR15713229	Synechococcus	Synechococcus subsubclade 5.1B-VIII	636	0.0017695931849756696
